,petal_width,petal_length,class,type,predicted
597,0.55,4.97,,boundary,Iris-versicolor
598,0.55,5.11,,boundary,Iris-versicolor
599,0.55,5.24,,boundary,Iris-versicolor
600,0.55,5.38,,boundary,Iris-versicolor
601,0.55,5.52,,boundary,Iris-versicolor
602,0.55,5.66,,boundary,Iris-virginica
603,0.55,5.8,,boundary,Iris-virginica
604,0.55,5.93,,boundary,Iris-virginica
605,0.55,6.07,,boundary,Iris-virginica
606,0.55,6.21,,boundary,Iris-virginica
607,0.55,6.35,,boundary,Iris-virginica
608,0.55,6.49,,boundary,Iris-virginica
609,0.55,6.62,,boundary,Iris-virginica
610,0.55,6.76,,boundary,Iris-virginica
611,0.55,6.9,,boundary,Iris-virginica
612,0.6,0.0,,boundary,Iris-setosa
613,0.6,0.14,,boundary,Iris-setosa
614,0.6,0.28,,boundary,Iris-setosa
615,0.6,0.41,,boundary,Iris-setosa
616,0.6,0.55,,boundary,Iris-setosa
617,0.6,0.69,,boundary,Iris-setosa
618,0.6,0.83,,boundary,Iris-setosa
619,0.6,0.97,,boundary,Iris-setosa
620,0.6,1.1,,boundary,Iris-setosa
621,0.6,1.24,,boundary,Iris-setosa
622,0.6,1.38,,boundary,Iris-setosa
623,0.6,1.52,,boundary,Iris-setosa
624,0.6,1.66,,boundary,Iris-setosa
625,0.6,1.79,,boundary,Iris-setosa
626,0.6,1.93,,boundary,Iris-setosa
627,0.6,2.07,,boundary,Iris-setosa
628,0.6,2.21,,boundary,Iris-setosa
629,0.6,2.35,,boundary,Iris-setosa
630,0.6,2.48,,boundary,Iris-setosa
631,0.6,2.62,,boundary,Iris-setosa
632,0.6,2.76,,boundary,Iris-setosa
633,0.6,2.9,,boundary,Iris-setosa
634,0.6,3.04,,boundary,Iris-setosa
635,0.6,3.17,,boundary,Iris-versicolor
636,0.6,3.31,,boundary,Iris-versicolor
637,0.6,3.45,,boundary,Iris-versicolor
638,0.6,3.59,,boundary,Iris-versicolor
639,0.6,3.73,,boundary,Iris-versicolor
640,0.6,3.86,,boundary,Iris-versicolor
641,0.6,4.0,,boundary,Iris-versicolor
642,0.6,4.14,,boundary,Iris-versicolor
643,0.6,4.28,,boundary,Iris-versicolor
644,0.6,4.42,,boundary,Iris-versicolor
645,0.6,4.55,,boundary,Iris-versicolor
646,0.6,4.69,,boundary,Iris-versicolor
647,0.6,4.83,,boundary,Iris-versicolor
648,0.6,4.97,,boundary,Iris-versicolor
649,0.6,5.11,,boundary,Iris-versicolor
650,0.6,5.24,,boundary,Iris-versicolor
651,0.6,5.38,,boundary,Iris-versicolor
652,0.6,5.52,,boundary,Iris-versicolor
653,0.6,5.66,,boundary,Iris-virginica
654,0.6,5.8,,boundary,Iris-virginica
655,0.6,5.93,,boundary,Iris-virginica
656,0.6,6.07,,boundary,Iris-virginica
657,0.6,6.21,,boundary,Iris-virginica
658,0.6,6.35,,boundary,Iris-virginica
659,0.6,6.49,,boundary,Iris-virginica
660,0.6,6.62,,boundary,Iris-virginica
661,0.6,6.76,,boundary,Iris-virginica
662,0.6,6.9,,boundary,Iris-virginica
663,0.65,0.0,,boundary,Iris-setosa
664,0.65,0.14,,boundary,Iris-setosa
665,0.65,0.28,,boundary,Iris-setosa
666,0.65,0.41,,boundary,Iris-setosa
667,0.65,0.55,,boundary,Iris-setosa
668,0.65,0.69,,boundary,Iris-setosa
669,0.65,0.83,,boundary,Iris-setosa
670,0.65,0.97,,boundary,Iris-setosa
671,0.65,1.1,,boundary,Iris-setosa
672,0.65,1.24,,boundary,Iris-setosa
673,0.65,1.38,,boundary,Iris-setosa
674,0.65,1.52,,boundary,Iris-setosa
675,0.65,1.66,,boundary,Iris-setosa
676,0.65,1.79,,boundary,Iris-setosa
677,0.65,1.93,,boundary,Iris-setosa
678,0.65,2.07,,boundary,Iris-setosa
679,0.65,2.21,,boundary,Iris-setosa
680,0.65,2.35,,boundary,Iris-setosa
681,0.65,2.48,,boundary,Iris-setosa
682,0.65,2.62,,boundary,Iris-setosa
683,0.65,2.76,,boundary,Iris-setosa
684,0.65,2.9,,boundary,Iris-setosa
685,0.65,3.04,,boundary,Iris-versicolor
686,0.65,3.17,,boundary,Iris-versicolor
687,0.65,3.31,,boundary,Iris-versicolor
688,0.65,3.45,,boundary,Iris-versicolor
689,0.65,3.59,,boundary,Iris-versicolor
690,0.65,3.73,,boundary,Iris-versicolor
691,0.65,3.86,,boundary,Iris-versicolor
692,0.65,4.0,,boundary,Iris-versicolor
693,0.65,4.14,,boundary,Iris-versicolor
694,0.65,4.28,,boundary,Iris-versicolor
695,0.65,4.42,,boundary,Iris-versicolor
696,0.65,4.55,,boundary,Iris-versicolor
697,0.65,4.69,,boundary,Iris-versicolor
698,0.65,4.83,,boundary,Iris-versicolor
699,0.65,4.97,,boundary,Iris-versicolor
700,0.65,5.11,,boundary,Iris-versicolor
701,0.65,5.24,,boundary,Iris-versicolor
702,0.65,5.38,,boundary,Iris-versicolor
703,0.65,5.52,,boundary,Iris-versicolor
704,0.65,5.66,,boundary,Iris-virginica
705,0.65,5.8,,boundary,Iris-virginica
706,0.65,5.93,,boundary,Iris-virginica
707,0.65,6.07,,boundary,Iris-virginica
708,0.65,6.21,,boundary,Iris-virginica
709,0.65,6.35,,boundary,Iris-virginica
710,0.65,6.49,,boundary,Iris-virginica
711,0.65,6.62,,boundary,Iris-virginica
712,0.65,6.76,,boundary,Iris-virginica
713,0.65,6.9,,boundary,Iris-virginica
714,0.7,0.0,,boundary,Iris-setosa
715,0.7,0.14,,boundary,Iris-setosa
716,0.7,0.28,,boundary,Iris-setosa
717,0.7,0.41,,boundary,Iris-setosa
718,0.7,0.55,,boundary,Iris-setosa
719,0.7,0.69,,boundary,Iris-setosa
720,0.7,0.83,,boundary,Iris-setosa
721,0.7,0.97,,boundary,Iris-setosa
722,0.7,1.1,,boundary,Iris-setosa
723,0.7,1.24,,boundary,Iris-setosa
724,0.7,1.38,,boundary,Iris-setosa
725,0.7,1.52,,boundary,Iris-setosa
726,0.7,1.66,,boundary,Iris-setosa
727,0.7,1.79,,boundary,Iris-setosa
728,0.7,1.93,,boundary,Iris-setosa
729,0.7,2.07,,boundary,Iris-setosa
730,0.7,2.21,,boundary,Iris-setosa
731,0.7,2.35,,boundary,Iris-setosa
732,0.7,2.48,,boundary,Iris-setosa
733,0.7,2.62,,boundary,Iris-setosa
734,0.7,2.76,,boundary,Iris-setosa
735,0.7,2.9,,boundary,Iris-setosa
736,0.7,3.04,,boundary,Iris-versicolor
737,0.7,3.17,,boundary,Iris-versicolor
738,0.7,3.31,,boundary,Iris-versicolor
739,0.7,3.45,,boundary,Iris-versicolor
740,0.7,3.59,,boundary,Iris-versicolor
741,0.7,3.73,,boundary,Iris-versicolor
742,0.7,3.86,,boundary,Iris-versicolor
743,0.7,4.0,,boundary,Iris-versicolor
744,0.7,4.14,,boundary,Iris-versicolor
745,0.7,4.28,,boundary,Iris-versicolor
746,0.7,4.42,,boundary,Iris-versicolor
747,0.7,4.55,,boundary,Iris-versicolor
748,0.7,4.69,,boundary,Iris-versicolor
749,0.7,4.83,,boundary,Iris-versicolor
750,0.7,4.97,,boundary,Iris-versicolor
751,0.7,5.11,,boundary,Iris-versicolor
752,0.7,5.24,,boundary,Iris-versicolor
753,0.7,5.38,,boundary,Iris-versicolor
754,0.7,5.52,,boundary,Iris-versicolor
755,0.7,5.66,,boundary,Iris-virginica
756,0.7,5.8,,boundary,Iris-virginica
757,0.7,5.93,,boundary,Iris-virginica
758,0.7,6.07,,boundary,Iris-virginica
759,0.7,6.21,,boundary,Iris-virginica
760,0.7,6.35,,boundary,Iris-virginica
761,0.7,6.49,,boundary,Iris-virginica
762,0.7,6.62,,boundary,Iris-virginica
763,0.7,6.76,,boundary,Iris-virginica
764,0.7,6.9,,boundary,Iris-virginica
765,0.75,0.0,,boundary,Iris-setosa
766,0.75,0.14,,boundary,Iris-setosa
767,0.75,0.28,,boundary,Iris-setosa
768,0.75,0.41,,boundary,Iris-setosa
769,0.75,0.55,,boundary,Iris-setosa
770,0.75,0.69,,boundary,Iris-setosa
771,0.75,0.83,,boundary,Iris-setosa
772,0.75,0.97,,boundary,Iris-setosa
773,0.75,1.1,,boundary,Iris-setosa
774,0.75,1.24,,boundary,Iris-setosa
775,0.75,1.38,,boundary,Iris-setosa
776,0.75,1.52,,boundary,Iris-setosa
777,0.75,1.66,,boundary,Iris-setosa
778,0.75,1.79,,boundary,Iris-setosa
779,0.75,1.93,,boundary,Iris-setosa
780,0.75,2.07,,boundary,Iris-setosa
781,0.75,2.21,,boundary,Iris-setosa
782,0.75,2.35,,boundary,Iris-setosa
783,0.75,2.48,,boundary,Iris-setosa
784,0.75,2.62,,boundary,Iris-setosa
785,0.75,2.76,,boundary,Iris-setosa
786,0.75,2.9,,boundary,Iris-setosa
787,0.75,3.04,,boundary,Iris-versicolor
788,0.75,3.17,,boundary,Iris-versicolor
789,0.75,3.31,,boundary,Iris-versicolor
790,0.75,3.45,,boundary,Iris-versicolor
791,0.75,3.59,,boundary,Iris-versicolor
792,0.75,3.73,,boundary,Iris-versicolor
793,0.75,3.86,,boundary,Iris-versicolor
794,0.75,4.0,,boundary,Iris-versicolor
795,0.75,4.14,,boundary,Iris-versicolor
796,0.75,4.28,,boundary,Iris-versicolor
797,0.75,4.42,,boundary,Iris-versicolor
798,0.75,4.55,,boundary,Iris-versicolor
799,0.75,4.69,,boundary,Iris-versicolor
800,0.75,4.83,,boundary,Iris-versicolor
801,0.75,4.97,,boundary,Iris-versicolor
802,0.75,5.11,,boundary,Iris-versicolor
803,0.75,5.24,,boundary,Iris-versicolor
804,0.75,5.38,,boundary,Iris-versicolor
805,0.75,5.52,,boundary,Iris-versicolor
806,0.75,5.66,,boundary,Iris-virginica
807,0.75,5.8,,boundary,Iris-virginica
808,0.75,5.93,,boundary,Iris-virginica
809,0.75,6.07,,boundary,Iris-virginica
810,0.75,6.21,,boundary,Iris-virginica
811,0.75,6.35,,boundary,Iris-virginica
812,0.75,6.49,,boundary,Iris-virginica
813,0.75,6.62,,boundary,Iris-virginica
814,0.75,6.76,,boundary,Iris-virginica
815,0.75,6.9,,boundary,Iris-virginica
816,0.8,0.0,,boundary,Iris-setosa
817,0.8,0.14,,boundary,Iris-setosa
818,0.8,0.28,,boundary,Iris-setosa
819,0.8,0.41,,boundary,Iris-setosa
820,0.8,0.55,,boundary,Iris-setosa
821,0.8,0.69,,boundary,Iris-setosa
822,0.8,0.83,,boundary,Iris-setosa
823,0.8,0.97,,boundary,Iris-setosa
824,0.8,1.1,,boundary,Iris-setosa
825,0.8,1.24,,boundary,Iris-setosa
826,0.8,1.38,,boundary,Iris-setosa
827,0.8,1.52,,boundary,Iris-setosa
828,0.8,1.66,,boundary,Iris-setosa
829,0.8,1.79,,boundary,Iris-setosa
830,0.8,1.93,,boundary,Iris-setosa
831,0.8,2.07,,boundary,Iris-setosa
832,0.8,2.21,,boundary,Iris-setosa
833,0.8,2.35,,boundary,Iris-setosa
834,0.8,2.48,,boundary,Iris-setosa
835,0.8,2.62,,boundary,Iris-setosa
836,0.8,2.76,,boundary,Iris-setosa
837,0.8,2.9,,boundary,Iris-setosa
838,0.8,3.04,,boundary,Iris-versicolor
839,0.8,3.17,,boundary,Iris-versicolor
840,0.8,3.31,,boundary,Iris-versicolor
841,0.8,3.45,,boundary,Iris-versicolor
842,0.8,3.59,,boundary,Iris-versicolor
843,0.8,3.73,,boundary,Iris-versicolor
844,0.8,3.86,,boundary,Iris-versicolor
845,0.8,4.0,,boundary,Iris-versicolor
846,0.8,4.14,,boundary,Iris-versicolor
847,0.8,4.28,,boundary,Iris-versicolor
848,0.8,4.42,,boundary,Iris-versicolor
849,0.8,4.55,,boundary,Iris-versicolor
850,0.8,4.69,,boundary,Iris-versicolor
851,0.8,4.83,,boundary,Iris-versicolor
852,0.8,4.97,,boundary,Iris-versicolor
853,0.8,5.11,,boundary,Iris-versicolor
854,0.8,5.24,,boundary,Iris-versicolor
855,0.8,5.38,,boundary,Iris-versicolor
856,0.8,5.52,,boundary,Iris-virginica
857,0.8,5.66,,boundary,Iris-virginica
858,0.8,5.8,,boundary,Iris-virginica
859,0.8,5.93,,boundary,Iris-virginica
860,0.8,6.07,,boundary,Iris-virginica
861,0.8,6.21,,boundary,Iris-virginica
862,0.8,6.35,,boundary,Iris-virginica
863,0.8,6.49,,boundary,Iris-virginica
864,0.8,6.62,,boundary,Iris-virginica
865,0.8,6.76,,boundary,Iris-virginica
866,0.8,6.9,,boundary,Iris-virginica
867,0.85,0.0,,boundary,Iris-setosa
868,0.85,0.14,,boundary,Iris-setosa
869,0.85,0.28,,boundary,Iris-setosa
870,0.85,0.41,,boundary,Iris-setosa
871,0.85,0.55,,boundary,Iris-setosa
872,0.85,0.69,,boundary,Iris-setosa
873,0.85,0.83,,boundary,Iris-setosa
874,0.85,0.97,,boundary,Iris-setosa
875,0.85,1.1,,boundary,Iris-setosa
876,0.85,1.24,,boundary,Iris-setosa
877,0.85,1.38,,boundary,Iris-setosa
878,0.85,1.52,,boundary,Iris-setosa
879,0.85,1.66,,boundary,Iris-setosa
880,0.85,1.79,,boundary,Iris-setosa
881,0.85,1.93,,boundary,Iris-setosa
882,0.85,2.07,,boundary,Iris-setosa
883,0.85,2.21,,boundary,Iris-setosa
884,0.85,2.35,,boundary,Iris-setosa
885,0.85,2.48,,boundary,Iris-setosa
886,0.85,2.62,,boundary,Iris-setosa
887,0.85,2.76,,boundary,Iris-setosa
888,0.85,2.9,,boundary,Iris-setosa
889,0.85,3.04,,boundary,Iris-versicolor
890,0.85,3.17,,boundary,Iris-versicolor
891,0.85,3.31,,boundary,Iris-versicolor
892,0.85,3.45,,boundary,Iris-versicolor
893,0.85,3.59,,boundary,Iris-versicolor
894,0.85,3.73,,boundary,Iris-versicolor
895,0.85,3.86,,boundary,Iris-versicolor
896,0.85,4.0,,boundary,Iris-versicolor
897,0.85,4.14,,boundary,Iris-versicolor
898,0.85,4.28,,boundary,Iris-versicolor
899,0.85,4.42,,boundary,Iris-versicolor
900,0.85,4.55,,boundary,Iris-versicolor
901,0.85,4.69,,boundary,Iris-versicolor
902,0.85,4.83,,boundary,Iris-versicolor
903,0.85,4.97,,boundary,Iris-versicolor
904,0.85,5.11,,boundary,Iris-versicolor
905,0.85,5.24,,boundary,Iris-versicolor
906,0.85,5.38,,boundary,Iris-versicolor
907,0.85,5.52,,boundary,Iris-virginica
908,0.85,5.66,,boundary,Iris-virginica
909,0.85,5.8,,boundary,Iris-virginica
910,0.85,5.93,,boundary,Iris-virginica
911,0.85,6.07,,boundary,Iris-virginica
912,0.85,6.21,,boundary,Iris-virginica
913,0.85,6.35,,boundary,Iris-virginica
914,0.85,6.49,,boundary,Iris-virginica
915,0.85,6.62,,boundary,Iris-virginica
916,0.85,6.76,,boundary,Iris-virginica
917,0.85,6.9,,boundary,Iris-virginica
918,0.9,0.0,,boundary,Iris-setosa
919,0.9,0.14,,boundary,Iris-setosa
920,0.9,0.28,,boundary,Iris-setosa
921,0.9,0.41,,boundary,Iris-setosa
922,0.9,0.55,,boundary,Iris-setosa
923,0.9,0.69,,boundary,Iris-setosa
924,0.9,0.83,,boundary,Iris-setosa
925,0.9,0.97,,boundary,Iris-setosa
926,0.9,1.1,,boundary,Iris-setosa
927,0.9,1.24,,boundary,Iris-setosa
928,0.9,1.38,,boundary,Iris-setosa
929,0.9,1.52,,boundary,Iris-setosa
930,0.9,1.66,,boundary,Iris-setosa
931,0.9,1.79,,boundary,Iris-setosa
932,0.9,1.93,,boundary,Iris-setosa
933,0.9,2.07,,boundary,Iris-setosa
934,0.9,2.21,,boundary,Iris-setosa
935,0.9,2.35,,boundary,Iris-setosa
936,0.9,2.48,,boundary,Iris-setosa
937,0.9,2.62,,boundary,Iris-setosa
938,0.9,2.76,,boundary,Iris-setosa
939,0.9,2.9,,boundary,Iris-setosa
940,0.9,3.04,,boundary,Iris-versicolor
941,0.9,3.17,,boundary,Iris-versicolor
942,0.9,3.31,,boundary,Iris-versicolor
943,0.9,3.45,,boundary,Iris-versicolor
944,0.9,3.59,,boundary,Iris-versicolor
945,0.9,3.73,,boundary,Iris-versicolor
946,0.9,3.86,,boundary,Iris-versicolor
947,0.9,4.0,,boundary,Iris-versicolor
948,0.9,4.14,,boundary,Iris-versicolor
949,0.9,4.28,,boundary,Iris-versicolor
950,0.9,4.42,,boundary,Iris-versicolor
951,0.9,4.55,,boundary,Iris-versicolor
952,0.9,4.69,,boundary,Iris-versicolor
953,0.9,4.83,,boundary,Iris-versicolor
954,0.9,4.97,,boundary,Iris-versicolor
955,0.9,5.11,,boundary,Iris-versicolor
956,0.9,5.24,,boundary,Iris-versicolor
957,0.9,5.38,,boundary,Iris-versicolor
958,0.9,5.52,,boundary,Iris-virginica
959,0.9,5.66,,boundary,Iris-virginica
960,0.9,5.8,,boundary,Iris-virginica
961,0.9,5.93,,boundary,Iris-virginica
962,0.9,6.07,,boundary,Iris-virginica
963,0.9,6.21,,boundary,Iris-virginica
964,0.9,6.35,,boundary,Iris-virginica
965,0.9,6.49,,boundary,Iris-virginica
966,0.9,6.62,,boundary,Iris-virginica
967,0.9,6.76,,boundary,Iris-virginica
968,0.9,6.9,,boundary,Iris-virginica
969,0.95,0.0,,boundary,Iris-setosa
970,0.95,0.14,,boundary,Iris-setosa
971,0.95,0.28,,boundary,Iris-setosa
972,0.95,0.41,,boundary,Iris-setosa
973,0.95,0.55,,boundary,Iris-setosa
974,0.95,0.69,,boundary,Iris-setosa
975,0.95,0.83,,boundary,Iris-setosa
976,0.95,0.97,,boundary,Iris-setosa
977,0.95,1.1,,boundary,Iris-setosa
978,0.95,1.24,,boundary,Iris-setosa
979,0.95,1.38,,boundary,Iris-setosa
980,0.95,1.52,,boundary,Iris-setosa
981,0.95,1.66,,boundary,Iris-setosa
982,0.95,1.79,,boundary,Iris-setosa
983,0.95,1.93,,boundary,Iris-setosa
984,0.95,2.07,,boundary,Iris-setosa
985,0.95,2.21,,boundary,Iris-setosa
986,0.95,2.35,,boundary,Iris-setosa
987,0.95,2.48,,boundary,Iris-setosa
988,0.95,2.62,,boundary,Iris-setosa
989,0.95,2.76,,boundary,Iris-setosa
990,0.95,2.9,,boundary,Iris-setosa
991,0.95,3.04,,boundary,Iris-versicolor
992,0.95,3.17,,boundary,Iris-versicolor
993,0.95,3.31,,boundary,Iris-versicolor
994,0.95,3.45,,boundary,Iris-versicolor
995,0.95,3.59,,boundary,Iris-versicolor
996,0.95,3.73,,boundary,Iris-versicolor
997,0.95,3.86,,boundary,Iris-versicolor
998,0.95,4.0,,boundary,Iris-versicolor
999,0.95,4.14,,boundary,Iris-versicolor
1000,0.95,4.28,,boundary,Iris-versicolor
1001,0.95,4.42,,boundary,Iris-versicolor
1002,0.95,4.55,,boundary,Iris-versicolor
1003,0.95,4.69,,boundary,Iris-versicolor
1004,0.95,4.83,,boundary,Iris-versicolor
1005,0.95,4.97,,boundary,Iris-versicolor
1006,0.95,5.11,,boundary,Iris-versicolor
1007,0.95,5.24,,boundary,Iris-versicolor
1008,0.95,5.38,,boundary,Iris-virginica
1009,0.95,5.52,,boundary,Iris-virginica
1010,0.95,5.66,,boundary,Iris-virginica
1011,0.95,5.8,,boundary,Iris-virginica
1012,0.95,5.93,,boundary,Iris-virginica
1013,0.95,6.07,,boundary,Iris-virginica
1014,0.95,6.21,,boundary,Iris-virginica
1015,0.95,6.35,,boundary,Iris-virginica
1016,0.95,6.49,,boundary,Iris-virginica
1017,0.95,6.62,,boundary,Iris-virginica
1018,0.95,6.76,,boundary,Iris-virginica
1019,0.95,6.9,,boundary,Iris-virginica
1020,1.0,0.0,,boundary,Iris-setosa
1021,1.0,0.14,,boundary,Iris-setosa
1022,1.0,0.28,,boundary,Iris-setosa
1023,1.0,0.41,,boundary,Iris-setosa
1024,1.0,0.55,,boundary,Iris-setosa
1025,1.0,0.69,,boundary,Iris-setosa
1026,1.0,0.83,,boundary,Iris-setosa
1027,1.0,0.97,,boundary,Iris-setosa
1028,1.0,1.1,,boundary,Iris-setosa
1029,1.0,1.24,,boundary,Iris-setosa
1030,1.0,1.38,,boundary,Iris-setosa
1031,1.0,1.52,,boundary,Iris-setosa
1032,1.0,1.66,,boundary,Iris-setosa
1033,1.0,1.79,,boundary,Iris-setosa
1034,1.0,1.93,,boundary,Iris-setosa
1035,1.0,2.07,,boundary,Iris-setosa
1036,1.0,2.21,,boundary,Iris-setosa
1037,1.0,2.35,,boundary,Iris-setosa
1038,1.0,2.48,,boundary,Iris-setosa
1039,1.0,2.62,,boundary,Iris-setosa
1040,1.0,2.76,,boundary,Iris-setosa
1041,1.0,2.9,,boundary,Iris-versicolor
1042,1.0,3.04,,boundary,Iris-versicolor
1043,1.0,3.17,,boundary,Iris-versicolor
1044,1.0,3.31,,boundary,Iris-versicolor
1045,1.0,3.45,,boundary,Iris-versicolor
1046,1.0,3.59,,boundary,Iris-versicolor
1047,1.0,3.73,,boundary,Iris-versicolor
1048,1.0,3.86,,boundary,Iris-versicolor
1049,1.0,4.0,,boundary,Iris-versicolor
1050,1.0,4.14,,boundary,Iris-versicolor
1051,1.0,4.28,,boundary,Iris-versicolor
1052,1.0,4.42,,boundary,Iris-versicolor
1053,1.0,4.55,,boundary,Iris-versicolor
1054,1.0,4.69,,boundary,Iris-versicolor
1055,1.0,4.83,,boundary,Iris-versicolor
1056,1.0,4.97,,boundary,Iris-versicolor
1057,1.0,5.11,,boundary,Iris-versicolor
1058,1.0,5.24,,boundary,Iris-versicolor
1059,1.0,5.38,,boundary,Iris-virginica
1060,1.0,5.52,,boundary,Iris-virginica
1061,1.0,5.66,,boundary,Iris-virginica
1062,1.0,5.8,,boundary,Iris-virginica
1063,1.0,5.93,,boundary,Iris-virginica
1064,1.0,6.07,,boundary,Iris-virginica
1065,1.0,6.21,,boundary,Iris-virginica
1066,1.0,6.35,,boundary,Iris-virginica
1067,1.0,6.49,,boundary,Iris-virginica
1068,1.0,6.62,,boundary,Iris-virginica
1069,1.0,6.76,,boundary,Iris-virginica
1070,1.0,6.9,,boundary,Iris-virginica
1071,1.05,0.0,,boundary,Iris-setosa
1072,1.05,0.14,,boundary,Iris-setosa
1073,1.05,0.28,,boundary,Iris-setosa
1074,1.05,0.41,,boundary,Iris-setosa
1075,1.05,0.55,,boundary,Iris-setosa
1076,1.05,0.69,,boundary,Iris-setosa
1077,1.05,0.83,,boundary,Iris-setosa
1078,1.05,0.97,,boundary,Iris-setosa
1079,1.05,1.1,,boundary,Iris-setosa
1080,1.05,1.24,,boundary,Iris-setosa
1081,1.05,1.38,,boundary,Iris-setosa
1082,1.05,1.52,,boundary,Iris-setosa
1083,1.05,1.66,,boundary,Iris-setosa
1084,1.05,1.79,,boundary,Iris-setosa
1085,1.05,1.93,,boundary,Iris-setosa
1086,1.05,2.07,,boundary,Iris-setosa
1087,1.05,2.21,,boundary,Iris-setosa
1088,1.05,2.35,,boundary,Iris-setosa
1089,1.05,2.48,,boundary,Iris-setosa
1090,1.05,2.62,,boundary,Iris-setosa
1091,1.05,2.76,,boundary,Iris-setosa
1092,1.05,2.9,,boundary,Iris-versicolor
1093,1.05,3.04,,boundary,Iris-versicolor
1094,1.05,3.17,,boundary,Iris-versicolor
1095,1.05,3.31,,boundary,Iris-versicolor
1096,1.05,3.45,,boundary,Iris-versicolor
1097,1.05,3.59,,boundary,Iris-versicolor
1098,1.05,3.73,,boundary,Iris-versicolor
1099,1.05,3.86,,boundary,Iris-versicolor
1100,1.05,4.0,,boundary,Iris-versicolor
1101,1.05,4.14,,boundary,Iris-versicolor
1102,1.05,4.28,,boundary,Iris-versicolor
1103,1.05,4.42,,boundary,Iris-versicolor
1104,1.05,4.55,,boundary,Iris-versicolor
1105,1.05,4.69,,boundary,Iris-versicolor
1106,1.05,4.83,,boundary,Iris-versicolor
1107,1.05,4.97,,boundary,Iris-versicolor
1108,1.05,5.11,,boundary,Iris-versicolor
1109,1.05,5.24,,boundary,Iris-versicolor
1110,1.05,5.38,,boundary,Iris-virginica
1111,1.05,5.52,,boundary,Iris-virginica
1112,1.05,5.66,,boundary,Iris-virginica
1113,1.05,5.8,,boundary,Iris-virginica
1114,1.05,5.93,,boundary,Iris-virginica
1115,1.05,6.07,,boundary,Iris-virginica
1116,1.05,6.21,,boundary,Iris-virginica
1117,1.05,6.35,,boundary,Iris-virginica
1118,1.05,6.49,,boundary,Iris-virginica
1119,1.05,6.62,,boundary,Iris-virginica
1120,1.05,6.76,,boundary,Iris-virginica
1121,1.05,6.9,,boundary,Iris-virginica
1122,1.1,0.0,,boundary,Iris-setosa
1123,1.1,0.14,,boundary,Iris-setosa
1124,1.1,0.28,,boundary,Iris-setosa
1125,1.1,0.41,,boundary,Iris-setosa
1126,1.1,0.55,,boundary,Iris-setosa
1127,1.1,0.69,,boundary,Iris-setosa
1128,1.1,0.83,,boundary,Iris-setosa
1129,1.1,0.97,,boundary,Iris-setosa
1130,1.1,1.1,,boundary,Iris-setosa
1131,1.1,1.24,,boundary,Iris-setosa
1132,1.1,1.38,,boundary,Iris-setosa
1133,1.1,1.52,,boundary,Iris-setosa
1134,1.1,1.66,,boundary,Iris-setosa
1135,1.1,1.79,,boundary,Iris-setosa
1136,1.1,1.93,,boundary,Iris-setosa
1137,1.1,2.07,,boundary,Iris-setosa
1138,1.1,2.21,,boundary,Iris-setosa
1139,1.1,2.35,,boundary,Iris-setosa
1140,1.1,2.48,,boundary,Iris-setosa
1141,1.1,2.62,,boundary,Iris-setosa
1142,1.1,2.76,,boundary,Iris-setosa
1143,1.1,2.9,,boundary,Iris-versicolor
1144,1.1,3.04,,boundary,Iris-versicolor
1145,1.1,3.17,,boundary,Iris-versicolor
1146,1.1,3.31,,boundary,Iris-versicolor
1147,1.1,3.45,,boundary,Iris-versicolor
1148,1.1,3.59,,boundary,Iris-versicolor
1149,1.1,3.73,,boundary,Iris-versicolor
1150,1.1,3.86,,boundary,Iris-versicolor
1151,1.1,4.0,,boundary,Iris-versicolor
1152,1.1,4.14,,boundary,Iris-versicolor
1153,1.1,4.28,,boundary,Iris-versicolor
1154,1.1,4.42,,boundary,Iris-versicolor
1155,1.1,4.55,,boundary,Iris-versicolor
1156,1.1,4.69,,boundary,Iris-versicolor
1157,1.1,4.83,,boundary,Iris-versicolor
1158,1.1,4.97,,boundary,Iris-versicolor
1159,1.1,5.11,,boundary,Iris-versicolor
1160,1.1,5.24,,boundary,Iris-versicolor
1161,1.1,5.38,,boundary,Iris-virginica
1162,1.1,5.52,,boundary,Iris-virginica
1163,1.1,5.66,,boundary,Iris-virginica
1164,1.1,5.8,,boundary,Iris-virginica
1165,1.1,5.93,,boundary,Iris-virginica
1166,1.1,6.07,,boundary,Iris-virginica
1167,1.1,6.21,,boundary,Iris-virginica
1168,1.1,6.35,,boundary,Iris-virginica
1169,1.1,6.49,,boundary,Iris-virginica
1170,1.1,6.62,,boundary,Iris-virginica
1171,1.1,6.76,,boundary,Iris-virginica
1172,1.1,6.9,,boundary,Iris-virginica
1173,1.15,0.0,,boundary,Iris-setosa
1174,1.15,0.14,,boundary,Iris-setosa
1175,1.15,0.28,,boundary,Iris-setosa
1176,1.15,0.41,,boundary,Iris-setosa
1177,1.15,0.55,,boundary,Iris-setosa
1178,1.15,0.69,,boundary,Iris-setosa
1179,1.15,0.83,,boundary,Iris-setosa
1180,1.15,0.97,,boundary,Iris-setosa
1181,1.15,1.1,,boundary,Iris-setosa
1182,1.15,1.24,,boundary,Iris-setosa
1183,1.15,1.38,,boundary,Iris-setosa
1184,1.15,1.52,,boundary,Iris-setosa
1185,1.15,1.66,,boundary,Iris-setosa
1186,1.15,1.79,,boundary,Iris-setosa
