,petal_width,petal_length,class,type,predicted
2262,0.55,2.76,,boundary,Iris-versicolor
2263,0.55,2.83,,boundary,Iris-versicolor
2264,0.55,2.9,,boundary,Iris-versicolor
2265,0.55,2.97,,boundary,Iris-versicolor
2266,0.55,3.04,,boundary,Iris-versicolor
2267,0.55,3.1,,boundary,Iris-versicolor
2268,0.55,3.17,,boundary,Iris-versicolor
2269,0.55,3.24,,boundary,Iris-versicolor
2270,0.55,3.31,,boundary,Iris-versicolor
2271,0.55,3.38,,boundary,Iris-versicolor
2272,0.55,3.45,,boundary,Iris-versicolor
2273,0.55,3.52,,boundary,Iris-versicolor
2274,0.55,3.59,,boundary,Iris-versicolor
2275,0.55,3.66,,boundary,Iris-versicolor
2276,0.55,3.73,,boundary,Iris-versicolor
2277,0.55,3.79,,boundary,Iris-versicolor
2278,0.55,3.86,,boundary,Iris-versicolor
2279,0.55,3.93,,boundary,Iris-versicolor
2280,0.55,4.0,,boundary,Iris-versicolor
2281,0.55,4.07,,boundary,Iris-versicolor
2282,0.55,4.14,,boundary,Iris-versicolor
2283,0.55,4.21,,boundary,Iris-versicolor
2284,0.55,4.28,,boundary,Iris-versicolor
2285,0.55,4.35,,boundary,Iris-versicolor
2286,0.55,4.42,,boundary,Iris-versicolor
2287,0.55,4.48,,boundary,Iris-versicolor
2288,0.55,4.55,,boundary,Iris-versicolor
2289,0.55,4.62,,boundary,Iris-versicolor
2290,0.55,4.69,,boundary,Iris-versicolor
2291,0.55,4.76,,boundary,Iris-versicolor
2292,0.55,4.83,,boundary,Iris-versicolor
2293,0.55,4.9,,boundary,Iris-versicolor
2294,0.55,4.97,,boundary,Iris-versicolor
2295,0.55,5.04,,boundary,Iris-versicolor
2296,0.55,5.11,,boundary,Iris-versicolor
2297,0.55,5.17,,boundary,Iris-versicolor
2298,0.55,5.24,,boundary,Iris-versicolor
2299,0.55,5.31,,boundary,Iris-versicolor
2300,0.55,5.38,,boundary,Iris-versicolor
2301,0.55,5.45,,boundary,Iris-versicolor
2302,0.55,5.52,,boundary,Iris-versicolor
2303,0.55,5.59,,boundary,Iris-versicolor
2304,0.55,5.66,,boundary,Iris-virginica
2305,0.55,5.73,,boundary,Iris-virginica
2306,0.55,5.8,,boundary,Iris-virginica
2307,0.55,5.86,,boundary,Iris-virginica
2308,0.55,5.93,,boundary,Iris-virginica
2309,0.55,6.0,,boundary,Iris-virginica
2310,0.55,6.07,,boundary,Iris-virginica
2311,0.55,6.14,,boundary,Iris-virginica
2312,0.55,6.21,,boundary,Iris-virginica
2313,0.55,6.28,,boundary,Iris-virginica
2314,0.55,6.35,,boundary,Iris-virginica
2315,0.55,6.42,,boundary,Iris-virginica
2316,0.55,6.49,,boundary,Iris-virginica
2317,0.55,6.55,,boundary,Iris-virginica
2318,0.55,6.62,,boundary,Iris-virginica
2319,0.55,6.69,,boundary,Iris-virginica
2320,0.55,6.76,,boundary,Iris-virginica
2321,0.55,6.83,,boundary,Iris-virginica
2322,0.55,6.9,,boundary,Iris-virginica
2323,0.58,0.0,,boundary,Iris-setosa
2324,0.58,0.07,,boundary,Iris-setosa
2325,0.58,0.14,,boundary,Iris-setosa
2326,0.58,0.21,,boundary,Iris-setosa
2327,0.58,0.28,,boundary,Iris-setosa
2328,0.58,0.35,,boundary,Iris-setosa
2329,0.58,0.41,,boundary,Iris-setosa
2330,0.58,0.48,,boundary,Iris-setosa
2331,0.58,0.55,,boundary,Iris-setosa
2332,0.58,0.62,,boundary,Iris-setosa
2333,0.58,0.69,,boundary,Iris-setosa
2334,0.58,0.76,,boundary,Iris-setosa
2335,0.58,0.83,,boundary,Iris-setosa
2336,0.58,0.9,,boundary,Iris-setosa
2337,0.58,0.97,,boundary,Iris-setosa
2338,0.58,1.03,,boundary,Iris-setosa
2339,0.58,1.1,,boundary,Iris-setosa
2340,0.58,1.17,,boundary,Iris-setosa
2341,0.58,1.24,,boundary,Iris-setosa
2342,0.58,1.31,,boundary,Iris-setosa
2343,0.58,1.38,,boundary,Iris-setosa
2344,0.58,1.45,,boundary,Iris-setosa
2345,0.58,1.52,,boundary,Iris-setosa
2346,0.58,1.59,,boundary,Iris-setosa
2347,0.58,1.66,,boundary,Iris-setosa
2348,0.58,1.72,,boundary,Iris-setosa
2349,0.58,1.79,,boundary,Iris-setosa
2350,0.58,1.86,,boundary,Iris-setosa
2351,0.58,1.93,,boundary,Iris-setosa
2352,0.58,2.0,,boundary,Iris-setosa
2353,0.58,2.07,,boundary,Iris-setosa
2354,0.58,2.14,,boundary,Iris-setosa
2355,0.58,2.21,,boundary,Iris-setosa
2356,0.58,2.28,,boundary,Iris-setosa
2357,0.58,2.35,,boundary,Iris-setosa
2358,0.58,2.41,,boundary,Iris-setosa
2359,0.58,2.48,,boundary,Iris-setosa
2360,0.58,2.55,,boundary,Iris-setosa
2361,0.58,2.62,,boundary,Iris-setosa
2362,0.58,2.69,,boundary,Iris-setosa
2363,0.58,2.76,,boundary,Iris-versicolor
2364,0.58,2.83,,boundary,Iris-versicolor
2365,0.58,2.9,,boundary,Iris-versicolor
2366,0.58,2.97,,boundary,Iris-versicolor
2367,0.58,3.04,,boundary,Iris-versicolor
2368,0.58,3.1,,boundary,Iris-versicolor
2369,0.58,3.17,,boundary,Iris-versicolor
2370,0.58,3.24,,boundary,Iris-versicolor
2371,0.58,3.31,,boundary,Iris-versicolor
2372,0.58,3.38,,boundary,Iris-versicolor
2373,0.58,3.45,,boundary,Iris-versicolor
2374,0.58,3.52,,boundary,Iris-versicolor
2375,0.58,3.59,,boundary,Iris-versicolor
2376,0.58,3.66,,boundary,Iris-versicolor
2377,0.58,3.73,,boundary,Iris-versicolor
2378,0.58,3.79,,boundary,Iris-versicolor
2379,0.58,3.86,,boundary,Iris-versicolor
2380,0.58,3.93,,boundary,Iris-versicolor
2381,0.58,4.0,,boundary,Iris-versicolor
2382,0.58,4.07,,boundary,Iris-versicolor
2383,0.58,4.14,,boundary,Iris-versicolor
2384,0.58,4.21,,boundary,Iris-versicolor
2385,0.58,4.28,,boundary,Iris-versicolor
2386,0.58,4.35,,boundary,Iris-versicolor
2387,0.58,4.42,,boundary,Iris-versicolor
2388,0.58,4.48,,boundary,Iris-versicolor
2389,0.58,4.55,,boundary,Iris-versicolor
2390,0.58,4.62,,boundary,Iris-versicolor
2391,0.58,4.69,,boundary,Iris-versicolor
2392,0.58,4.76,,boundary,Iris-versicolor
2393,0.58,4.83,,boundary,Iris-versicolor
2394,0.58,4.9,,boundary,Iris-versicolor
2395,0.58,4.97,,boundary,Iris-versicolor
2396,0.58,5.04,,boundary,Iris-versicolor
2397,0.58,5.11,,boundary,Iris-versicolor
2398,0.58,5.17,,boundary,Iris-versicolor
2399,0.58,5.24,,boundary,Iris-versicolor
2400,0.58,5.31,,boundary,Iris-versicolor
2401,0.58,5.38,,boundary,Iris-versicolor
2402,0.58,5.45,,boundary,Iris-versicolor
2403,0.58,5.52,,boundary,Iris-versicolor
2404,0.58,5.59,,boundary,Iris-versicolor
2405,0.58,5.66,,boundary,Iris-virginica
2406,0.58,5.73,,boundary,Iris-virginica
2407,0.58,5.8,,boundary,Iris-virginica
2408,0.58,5.86,,boundary,Iris-virginica
2409,0.58,5.93,,boundary,Iris-virginica
2410,0.58,6.0,,boundary,Iris-virginica
2411,0.58,6.07,,boundary,Iris-virginica
2412,0.58,6.14,,boundary,Iris-virginica
2413,0.58,6.21,,boundary,Iris-virginica
2414,0.58,6.28,,boundary,Iris-virginica
2415,0.58,6.35,,boundary,Iris-virginica
2416,0.58,6.42,,boundary,Iris-virginica
2417,0.58,6.49,,boundary,Iris-virginica
2418,0.58,6.55,,boundary,Iris-virginica
2419,0.58,6.62,,boundary,Iris-virginica
2420,0.58,6.69,,boundary,Iris-virginica
2421,0.58,6.76,,boundary,Iris-virginica
2422,0.58,6.83,,boundary,Iris-virginica
2423,0.58,6.9,,boundary,Iris-virginica
2424,0.6,0.0,,boundary,Iris-setosa
2425,0.6,0.07,,boundary,Iris-setosa
2426,0.6,0.14,,boundary,Iris-setosa
2427,0.6,0.21,,boundary,Iris-setosa
2428,0.6,0.28,,boundary,Iris-setosa
2429,0.6,0.35,,boundary,Iris-setosa
2430,0.6,0.41,,boundary,Iris-setosa
2431,0.6,0.48,,boundary,Iris-setosa
2432,0.6,0.55,,boundary,Iris-setosa
2433,0.6,0.62,,boundary,Iris-setosa
2434,0.6,0.69,,boundary,Iris-setosa
2435,0.6,0.76,,boundary,Iris-setosa
2436,0.6,0.83,,boundary,Iris-setosa
2437,0.6,0.9,,boundary,Iris-setosa
2438,0.6,0.97,,boundary,Iris-setosa
2439,0.6,1.03,,boundary,Iris-setosa
2440,0.6,1.1,,boundary,Iris-setosa
2441,0.6,1.17,,boundary,Iris-setosa
2442,0.6,1.24,,boundary,Iris-setosa
2443,0.6,1.31,,boundary,Iris-setosa
2444,0.6,1.38,,boundary,Iris-setosa
2445,0.6,1.45,,boundary,Iris-setosa
2446,0.6,1.52,,boundary,Iris-setosa
2447,0.6,1.59,,boundary,Iris-setosa
2448,0.6,1.66,,boundary,Iris-setosa
2449,0.6,1.72,,boundary,Iris-setosa
2450,0.6,1.79,,boundary,Iris-setosa
2451,0.6,1.86,,boundary,Iris-setosa
2452,0.6,1.93,,boundary,Iris-setosa
2453,0.6,2.0,,boundary,Iris-setosa
2454,0.6,2.07,,boundary,Iris-setosa
2455,0.6,2.14,,boundary,Iris-setosa
2456,0.6,2.21,,boundary,Iris-setosa
2457,0.6,2.28,,boundary,Iris-setosa
2458,0.6,2.35,,boundary,Iris-setosa
2459,0.6,2.41,,boundary,Iris-setosa
2460,0.6,2.48,,boundary,Iris-setosa
2461,0.6,2.55,,boundary,Iris-setosa
2462,0.6,2.62,,boundary,Iris-setosa
2463,0.6,2.69,,boundary,Iris-setosa
2464,0.6,2.76,,boundary,Iris-versicolor
2465,0.6,2.83,,boundary,Iris-versicolor
2466,0.6,2.9,,boundary,Iris-versicolor
2467,0.6,2.97,,boundary,Iris-versicolor
2468,0.6,3.04,,boundary,Iris-versicolor
2469,0.6,3.1,,boundary,Iris-versicolor
2470,0.6,3.17,,boundary,Iris-versicolor
2471,0.6,3.24,,boundary,Iris-versicolor
2472,0.6,3.31,,boundary,Iris-versicolor
2473,0.6,3.38,,boundary,Iris-versicolor
2474,0.6,3.45,,boundary,Iris-versicolor
2475,0.6,3.52,,boundary,Iris-versicolor
2476,0.6,3.59,,boundary,Iris-versicolor
2477,0.6,3.66,,boundary,Iris-versicolor
2478,0.6,3.73,,boundary,Iris-versicolor
2479,0.6,3.79,,boundary,Iris-versicolor
2480,0.6,3.86,,boundary,Iris-versicolor
2481,0.6,3.93,,boundary,Iris-versicolor
2482,0.6,4.0,,boundary,Iris-versicolor
2483,0.6,4.07,,boundary,Iris-versicolor
2484,0.6,4.14,,boundary,Iris-versicolor
2485,0.6,4.21,,boundary,Iris-versicolor
2486,0.6,4.28,,boundary,Iris-versicolor
2487,0.6,4.35,,boundary,Iris-versicolor
2488,0.6,4.42,,boundary,Iris-versicolor
2489,0.6,4.48,,boundary,Iris-versicolor
2490,0.6,4.55,,boundary,Iris-versicolor
2491,0.6,4.62,,boundary,Iris-versicolor
2492,0.6,4.69,,boundary,Iris-versicolor
2493,0.6,4.76,,boundary,Iris-versicolor
2494,0.6,4.83,,boundary,Iris-versicolor
2495,0.6,4.9,,boundary,Iris-versicolor
2496,0.6,4.97,,boundary,Iris-versicolor
2497,0.6,5.04,,boundary,Iris-versicolor
2498,0.6,5.11,,boundary,Iris-versicolor
2499,0.6,5.17,,boundary,Iris-versicolor
2500,0.6,5.24,,boundary,Iris-versicolor
2501,0.6,5.31,,boundary,Iris-versicolor
2502,0.6,5.38,,boundary,Iris-versicolor
2503,0.6,5.45,,boundary,Iris-versicolor
2504,0.6,5.52,,boundary,Iris-versicolor
2505,0.6,5.59,,boundary,Iris-versicolor
2506,0.6,5.66,,boundary,Iris-virginica
2507,0.6,5.73,,boundary,Iris-virginica
2508,0.6,5.8,,boundary,Iris-virginica
2509,0.6,5.86,,boundary,Iris-virginica
2510,0.6,5.93,,boundary,Iris-virginica
2511,0.6,6.0,,boundary,Iris-virginica
2512,0.6,6.07,,boundary,Iris-virginica
2513,0.6,6.14,,boundary,Iris-virginica
2514,0.6,6.21,,boundary,Iris-virginica
2515,0.6,6.28,,boundary,Iris-virginica
2516,0.6,6.35,,boundary,Iris-virginica
2517,0.6,6.42,,boundary,Iris-virginica
2518,0.6,6.49,,boundary,Iris-virginica
2519,0.6,6.55,,boundary,Iris-virginica
2520,0.6,6.62,,boundary,Iris-virginica
2521,0.6,6.69,,boundary,Iris-virginica
2522,0.6,6.76,,boundary,Iris-virginica
2523,0.6,6.83,,boundary,Iris-virginica
2524,0.6,6.9,,boundary,Iris-virginica
2525,0.63,0.0,,boundary,Iris-setosa
2526,0.63,0.07,,boundary,Iris-setosa
2527,0.63,0.14,,boundary,Iris-setosa
2528,0.63,0.21,,boundary,Iris-setosa
2529,0.63,0.28,,boundary,Iris-setosa
2530,0.63,0.35,,boundary,Iris-setosa
2531,0.63,0.41,,boundary,Iris-setosa
2532,0.63,0.48,,boundary,Iris-setosa
2533,0.63,0.55,,boundary,Iris-setosa
2534,0.63,0.62,,boundary,Iris-setosa
2535,0.63,0.69,,boundary,Iris-setosa
2536,0.63,0.76,,boundary,Iris-setosa
2537,0.63,0.83,,boundary,Iris-setosa
2538,0.63,0.9,,boundary,Iris-setosa
2539,0.63,0.97,,boundary,Iris-setosa
2540,0.63,1.03,,boundary,Iris-setosa
2541,0.63,1.1,,boundary,Iris-setosa
2542,0.63,1.17,,boundary,Iris-setosa
2543,0.63,1.24,,boundary,Iris-setosa
2544,0.63,1.31,,boundary,Iris-setosa
2545,0.63,1.38,,boundary,Iris-setosa
2546,0.63,1.45,,boundary,Iris-setosa
2547,0.63,1.52,,boundary,Iris-setosa
2548,0.63,1.59,,boundary,Iris-setosa
2549,0.63,1.66,,boundary,Iris-setosa
2550,0.63,1.72,,boundary,Iris-setosa
2551,0.63,1.79,,boundary,Iris-setosa
2552,0.63,1.86,,boundary,Iris-setosa
2553,0.63,1.93,,boundary,Iris-setosa
2554,0.63,2.0,,boundary,Iris-setosa
2555,0.63,2.07,,boundary,Iris-setosa
2556,0.63,2.14,,boundary,Iris-setosa
2557,0.63,2.21,,boundary,Iris-setosa
2558,0.63,2.28,,boundary,Iris-setosa
2559,0.63,2.35,,boundary,Iris-setosa
2560,0.63,2.41,,boundary,Iris-setosa
2561,0.63,2.48,,boundary,Iris-setosa
2562,0.63,2.55,,boundary,Iris-setosa
2563,0.63,2.62,,boundary,Iris-setosa
2564,0.63,2.69,,boundary,Iris-setosa
2565,0.63,2.76,,boundary,Iris-versicolor
2566,0.63,2.83,,boundary,Iris-versicolor
2567,0.63,2.9,,boundary,Iris-versicolor
2568,0.63,2.97,,boundary,Iris-versicolor
2569,0.63,3.04,,boundary,Iris-versicolor
2570,0.63,3.1,,boundary,Iris-versicolor
2571,0.63,3.17,,boundary,Iris-versicolor
2572,0.63,3.24,,boundary,Iris-versicolor
2573,0.63,3.31,,boundary,Iris-versicolor
2574,0.63,3.38,,boundary,Iris-versicolor
2575,0.63,3.45,,boundary,Iris-versicolor
2576,0.63,3.52,,boundary,Iris-versicolor
2577,0.63,3.59,,boundary,Iris-versicolor
2578,0.63,3.66,,boundary,Iris-versicolor
2579,0.63,3.73,,boundary,Iris-versicolor
2580,0.63,3.79,,boundary,Iris-versicolor
2581,0.63,3.86,,boundary,Iris-versicolor
2582,0.63,3.93,,boundary,Iris-versicolor
2583,0.63,4.0,,boundary,Iris-versicolor
2584,0.63,4.07,,boundary,Iris-versicolor
2585,0.63,4.14,,boundary,Iris-versicolor
2586,0.63,4.21,,boundary,Iris-versicolor
2587,0.63,4.28,,boundary,Iris-versicolor
2588,0.63,4.35,,boundary,Iris-versicolor
2589,0.63,4.42,,boundary,Iris-versicolor
2590,0.63,4.48,,boundary,Iris-versicolor
2591,0.63,4.55,,boundary,Iris-versicolor
2592,0.63,4.62,,boundary,Iris-versicolor
2593,0.63,4.69,,boundary,Iris-versicolor
2594,0.63,4.76,,boundary,Iris-versicolor
2595,0.63,4.83,,boundary,Iris-versicolor
2596,0.63,4.9,,boundary,Iris-versicolor
2597,0.63,4.97,,boundary,Iris-versicolor
2598,0.63,5.04,,boundary,Iris-versicolor
2599,0.63,5.11,,boundary,Iris-versicolor
2600,0.63,5.17,,boundary,Iris-versicolor
2601,0.63,5.24,,boundary,Iris-versicolor
2602,0.63,5.31,,boundary,Iris-versicolor
2603,0.63,5.38,,boundary,Iris-versicolor
2604,0.63,5.45,,boundary,Iris-versicolor
2605,0.63,5.52,,boundary,Iris-versicolor
2606,0.63,5.59,,boundary,Iris-virginica
2607,0.63,5.66,,boundary,Iris-virginica
2608,0.63,5.73,,boundary,Iris-virginica
2609,0.63,5.8,,boundary,Iris-virginica
2610,0.63,5.86,,boundary,Iris-virginica
2611,0.63,5.93,,boundary,Iris-virginica
2612,0.63,6.0,,boundary,Iris-virginica
2613,0.63,6.07,,boundary,Iris-virginica
2614,0.63,6.14,,boundary,Iris-virginica
2615,0.63,6.21,,boundary,Iris-virginica
2616,0.63,6.28,,boundary,Iris-virginica
2617,0.63,6.35,,boundary,Iris-virginica
2618,0.63,6.42,,boundary,Iris-virginica
2619,0.63,6.49,,boundary,Iris-virginica
2620,0.63,6.55,,boundary,Iris-virginica
2621,0.63,6.62,,boundary,Iris-virginica
2622,0.63,6.69,,boundary,Iris-virginica
2623,0.63,6.76,,boundary,Iris-virginica
2624,0.63,6.83,,boundary,Iris-virginica
2625,0.63,6.9,,boundary,Iris-virginica
2626,0.65,0.0,,boundary,Iris-setosa
2627,0.65,0.07,,boundary,Iris-setosa
2628,0.65,0.14,,boundary,Iris-setosa
2629,0.65,0.21,,boundary,Iris-setosa
2630,0.65,0.28,,boundary,Iris-setosa
2631,0.65,0.35,,boundary,Iris-setosa
2632,0.65,0.41,,boundary,Iris-setosa
2633,0.65,0.48,,boundary,Iris-setosa
2634,0.65,0.55,,boundary,Iris-setosa
2635,0.65,0.62,,boundary,Iris-setosa
2636,0.65,0.69,,boundary,Iris-setosa
2637,0.65,0.76,,boundary,Iris-setosa
2638,0.65,0.83,,boundary,Iris-setosa
2639,0.65,0.9,,boundary,Iris-setosa
2640,0.65,0.97,,boundary,Iris-setosa
2641,0.65,1.03,,boundary,Iris-setosa
2642,0.65,1.1,,boundary,Iris-setosa
2643,0.65,1.17,,boundary,Iris-setosa
2644,0.65,1.24,,boundary,Iris-setosa
2645,0.65,1.31,,boundary,Iris-setosa
2646,0.65,1.38,,boundary,Iris-setosa
2647,0.65,1.45,,boundary,Iris-setosa
2648,0.65,1.52,,boundary,Iris-setosa
2649,0.65,1.59,,boundary,Iris-setosa
2650,0.65,1.66,,boundary,Iris-setosa
2651,0.65,1.72,,boundary,Iris-setosa
2652,0.65,1.79,,boundary,Iris-setosa
2653,0.65,1.86,,boundary,Iris-setosa
2654,0.65,1.93,,boundary,Iris-setosa
2655,0.65,2.0,,boundary,Iris-setosa
2656,0.65,2.07,,boundary,Iris-setosa
2657,0.65,2.14,,boundary,Iris-setosa
2658,0.65,2.21,,boundary,Iris-setosa
2659,0.65,2.28,,boundary,Iris-setosa
2660,0.65,2.35,,boundary,Iris-setosa
2661,0.65,2.41,,boundary,Iris-setosa
2662,0.65,2.48,,boundary,Iris-setosa
2663,0.65,2.55,,boundary,Iris-setosa
2664,0.65,2.62,,boundary,Iris-setosa
2665,0.65,2.69,,boundary,Iris-setosa
2666,0.65,2.76,,boundary,Iris-versicolor
2667,0.65,2.83,,boundary,Iris-versicolor
2668,0.65,2.9,,boundary,Iris-versicolor
2669,0.65,2.97,,boundary,Iris-versicolor
2670,0.65,3.04,,boundary,Iris-versicolor
2671,0.65,3.1,,boundary,Iris-versicolor
2672,0.65,3.17,,boundary,Iris-versicolor
2673,0.65,3.24,,boundary,Iris-versicolor
2674,0.65,3.31,,boundary,Iris-versicolor
2675,0.65,3.38,,boundary,Iris-versicolor
2676,0.65,3.45,,boundary,Iris-versicolor
2677,0.65,3.52,,boundary,Iris-versicolor
2678,0.65,3.59,,boundary,Iris-versicolor
2679,0.65,3.66,,boundary,Iris-versicolor
2680,0.65,3.73,,boundary,Iris-versicolor
2681,0.65,3.79,,boundary,Iris-versicolor
2682,0.65,3.86,,boundary,Iris-versicolor
2683,0.65,3.93,,boundary,Iris-versicolor
2684,0.65,4.0,,boundary,Iris-versicolor
2685,0.65,4.07,,boundary,Iris-versicolor
2686,0.65,4.14,,boundary,Iris-versicolor
2687,0.65,4.21,,boundary,Iris-versicolor
2688,0.65,4.28,,boundary,Iris-versicolor
2689,0.65,4.35,,boundary,Iris-versicolor
2690,0.65,4.42,,boundary,Iris-versicolor
2691,0.65,4.48,,boundary,Iris-versicolor
2692,0.65,4.55,,boundary,Iris-versicolor
2693,0.65,4.62,,boundary,Iris-versicolor
2694,0.65,4.69,,boundary,Iris-versicolor
2695,0.65,4.76,,boundary,Iris-versicolor
2696,0.65,4.83,,boundary,Iris-versicolor
2697,0.65,4.9,,boundary,Iris-versicolor
2698,0.65,4.97,,boundary,Iris-versicolor
2699,0.65,5.04,,boundary,Iris-versicolor
2700,0.65,5.11,,boundary,Iris-versicolor
2701,0.65,5.17,,boundary,Iris-versicolor
2702,0.65,5.24,,boundary,Iris-versicolor
2703,0.65,5.31,,boundary,Iris-versicolor
2704,0.65,5.38,,boundary,Iris-versicolor
2705,0.65,5.45,,boundary,Iris-versicolor
2706,0.65,5.52,,boundary,Iris-versicolor
2707,0.65,5.59,,boundary,Iris-virginica
2708,0.65,5.66,,boundary,Iris-virginica
2709,0.65,5.73,,boundary,Iris-virginica
2710,0.65,5.8,,boundary,Iris-virginica
2711,0.65,5.86,,boundary,Iris-virginica
2712,0.65,5.93,,boundary,Iris-virginica
2713,0.65,6.0,,boundary,Iris-virginica
2714,0.65,6.07,,boundary,Iris-virginica
2715,0.65,6.14,,boundary,Iris-virginica
2716,0.65,6.21,,boundary,Iris-virginica
2717,0.65,6.28,,boundary,Iris-virginica
2718,0.65,6.35,,boundary,Iris-virginica
2719,0.65,6.42,,boundary,Iris-virginica
2720,0.65,6.49,,boundary,Iris-virginica
2721,0.65,6.55,,boundary,Iris-virginica
2722,0.65,6.62,,boundary,Iris-virginica
2723,0.65,6.69,,boundary,Iris-virginica
2724,0.65,6.76,,boundary,Iris-virginica
2725,0.65,6.83,,boundary,Iris-virginica
2726,0.65,6.9,,boundary,Iris-virginica
2727,0.68,0.0,,boundary,Iris-setosa
2728,0.68,0.07,,boundary,Iris-setosa
2729,0.68,0.14,,boundary,Iris-setosa
2730,0.68,0.21,,boundary,Iris-setosa
2731,0.68,0.28,,boundary,Iris-setosa
2732,0.68,0.35,,boundary,Iris-setosa
2733,0.68,0.41,,boundary,Iris-setosa
2734,0.68,0.48,,boundary,Iris-setosa
2735,0.68,0.55,,boundary,Iris-setosa
2736,0.68,0.62,,boundary,Iris-setosa
2737,0.68,0.69,,boundary,Iris-setosa
2738,0.68,0.76,,boundary,Iris-setosa
2739,0.68,0.83,,boundary,Iris-setosa
2740,0.68,0.9,,boundary,Iris-setosa
2741,0.68,0.97,,boundary,Iris-setosa
2742,0.68,1.03,,boundary,Iris-setosa
2743,0.68,1.1,,boundary,Iris-setosa
2744,0.68,1.17,,boundary,Iris-setosa
2745,0.68,1.24,,boundary,Iris-setosa
2746,0.68,1.31,,boundary,Iris-setosa
2747,0.68,1.38,,boundary,Iris-setosa
2748,0.68,1.45,,boundary,Iris-setosa
2749,0.68,1.52,,boundary,Iris-setosa
2750,0.68,1.59,,boundary,Iris-setosa
2751,0.68,1.66,,boundary,Iris-setosa
2752,0.68,1.72,,boundary,Iris-setosa
2753,0.68,1.79,,boundary,Iris-setosa
2754,0.68,1.86,,boundary,Iris-setosa
2755,0.68,1.93,,boundary,Iris-setosa
2756,0.68,2.0,,boundary,Iris-setosa
2757,0.68,2.07,,boundary,Iris-setosa
2758,0.68,2.14,,boundary,Iris-setosa
2759,0.68,2.21,,boundary,Iris-setosa
2760,0.68,2.28,,boundary,Iris-setosa
2761,0.68,2.35,,boundary,Iris-setosa
2762,0.68,2.41,,boundary,Iris-setosa
2763,0.68,2.48,,boundary,Iris-setosa
2764,0.68,2.55,,boundary,Iris-setosa
2765,0.68,2.62,,boundary,Iris-setosa
2766,0.68,2.69,,boundary,Iris-setosa
2767,0.68,2.76,,boundary,Iris-versicolor
2768,0.68,2.83,,boundary,Iris-versicolor
2769,0.68,2.9,,boundary,Iris-versicolor
2770,0.68,2.97,,boundary,Iris-versicolor
2771,0.68,3.04,,boundary,Iris-versicolor
2772,0.68,3.1,,boundary,Iris-versicolor
2773,0.68,3.17,,boundary,Iris-versicolor
2774,0.68,3.24,,boundary,Iris-versicolor
2775,0.68,3.31,,boundary,Iris-versicolor
2776,0.68,3.38,,boundary,Iris-versicolor
2777,0.68,3.45,,boundary,Iris-versicolor
2778,0.68,3.52,,boundary,Iris-versicolor
2779,0.68,3.59,,boundary,Iris-versicolor
2780,0.68,3.66,,boundary,Iris-versicolor
2781,0.68,3.73,,boundary,Iris-versicolor
2782,0.68,3.79,,boundary,Iris-versicolor
2783,0.68,3.86,,boundary,Iris-versicolor
2784,0.68,3.93,,boundary,Iris-versicolor
2785,0.68,4.0,,boundary,Iris-versicolor
2786,0.68,4.07,,boundary,Iris-versicolor
2787,0.68,4.14,,boundary,Iris-versicolor
2788,0.68,4.21,,boundary,Iris-versicolor
2789,0.68,4.28,,boundary,Iris-versicolor
2790,0.68,4.35,,boundary,Iris-versicolor
2791,0.68,4.42,,boundary,Iris-versicolor
2792,0.68,4.48,,boundary,Iris-versicolor
2793,0.68,4.55,,boundary,Iris-versicolor
2794,0.68,4.62,,boundary,Iris-versicolor
2795,0.68,4.69,,boundary,Iris-versicolor
2796,0.68,4.76,,boundary,Iris-versicolor
2797,0.68,4.83,,boundary,Iris-versicolor
2798,0.68,4.9,,boundary,Iris-versicolor
2799,0.68,4.97,,boundary,Iris-versicolor
2800,0.68,5.04,,boundary,Iris-versicolor
2801,0.68,5.11,,boundary,Iris-versicolor
2802,0.68,5.17,,boundary,Iris-versicolor
2803,0.68,5.24,,boundary,Iris-versicolor
2804,0.68,5.31,,boundary,Iris-versicolor
2805,0.68,5.38,,boundary,Iris-versicolor
2806,0.68,5.45,,boundary,Iris-versicolor
2807,0.68,5.52,,boundary,Iris-versicolor
2808,0.68,5.59,,boundary,Iris-virginica
2809,0.68,5.66,,boundary,Iris-virginica
2810,0.68,5.73,,boundary,Iris-virginica
2811,0.68,5.8,,boundary,Iris-virginica
2812,0.68,5.86,,boundary,Iris-virginica
2813,0.68,5.93,,boundary,Iris-virginica
2814,0.68,6.0,,boundary,Iris-virginica
2815,0.68,6.07,,boundary,Iris-virginica
2816,0.68,6.14,,boundary,Iris-virginica
2817,0.68,6.21,,boundary,Iris-virginica
2818,0.68,6.28,,boundary,Iris-virginica
2819,0.68,6.35,,boundary,Iris-virginica
2820,0.68,6.42,,boundary,Iris-virginica
2821,0.68,6.49,,boundary,Iris-virginica
2822,0.68,6.55,,boundary,Iris-virginica
2823,0.68,6.62,,boundary,Iris-virginica
2824,0.68,6.69,,boundary,Iris-virginica
2825,0.68,6.76,,boundary,Iris-virginica
2826,0.68,6.83,,boundary,Iris-virginica
2827,0.68,6.9,,boundary,Iris-virginica
2828,0.7,0.0,,boundary,Iris-setosa
2829,0.7,0.07,,boundary,Iris-setosa
2830,0.7,0.14,,boundary,Iris-setosa
2831,0.7,0.21,,boundary,Iris-setosa
2832,0.7,0.28,,boundary,Iris-setosa
2833,0.7,0.35,,boundary,Iris-setosa
